ID,Name,Table,DataType,DataCategory,Description,IsHidden,IsUnique,IsKey,IsNullable,Alignment,SummarizeBy,ColumnStorage,Type,SourceColumn,Expression,FormatString,IsAvailableInMDX,SortByColumn,GroupingBehavior,SourceProviderType,DisplayFolder,AlternateOf,LineageTag
41414,"QuarterNo","LocalDateTable_e248d5a8-4f1f-40e6-9c7b-6c0bf40ae958","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable e248d5a8 4f1f 40e6 9c7b 6c0bf40ae958 (41366)$QuarterNo (41414)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","b8d71a2d-e75c-4aac-a673-9f4645ca6a72"
41415,"Quarter","LocalDateTable_e248d5a8-4f1f-40e6-9c7b-6c0bf40ae958","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable e248d5a8 4f1f 40e6 9c7b 6c0bf40ae958 (41366)$Quarter (41415)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","c0ed5363-bbc7-4c79-b880-821ce1b7599a"
41416,"Day","LocalDateTable_e248d5a8-4f1f-40e6-9c7b-6c0bf40ae958","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable e248d5a8 4f1f 40e6 9c7b 6c0bf40ae958 (41366)$Day (41416)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","bc910155-18e1-4cb4-9334-7870dbd1b549"
41370,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_84799aaa-fe5c-4b4b-8be9-7ffdf1bf878e","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable 84799aaa fe5c 4b4b 8be9 7ffdf1bf878e (41369)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (41370)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
41418,"Date","LocalDateTable_84799aaa-fe5c-4b4b-8be9-7ffdf1bf878e","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable 84799aaa fe5c 4b4b 8be9 7ffdf1bf878e (41369)$Date (41418)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","7d50f72e-9c16-4464-99a9-34afd874fc81"
41419,"Year","LocalDateTable_84799aaa-fe5c-4b4b-8be9-7ffdf1bf878e","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable 84799aaa fe5c 4b4b 8be9 7ffdf1bf878e (41369)$Year (41419)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","63b9c5d5-4661-4c6a-baa1-0d66ffc19872"
41420,"MonthNo","LocalDateTable_84799aaa-fe5c-4b4b-8be9-7ffdf1bf878e","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable 84799aaa fe5c 4b4b 8be9 7ffdf1bf878e (41369)$MonthNo (41420)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","20dae72c-c13e-4171-8713-52518547f651"
41421,"Month","LocalDateTable_84799aaa-fe5c-4b4b-8be9-7ffdf1bf878e","Text","Months","",True,False,False,True,"Default","None","LocalDateTable 84799aaa fe5c 4b4b 8be9 7ffdf1bf878e (41369)$Month (41421)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","d97145b2-4d4c-46a9-adaa-31e769f47908"
41422,"QuarterNo","LocalDateTable_84799aaa-fe5c-4b4b-8be9-7ffdf1bf878e","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable 84799aaa fe5c 4b4b 8be9 7ffdf1bf878e (41369)$QuarterNo (41422)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","9aaee112-6123-472f-ba83-ce64caa965cd"
41423,"Quarter","LocalDateTable_84799aaa-fe5c-4b4b-8be9-7ffdf1bf878e","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable 84799aaa fe5c 4b4b 8be9 7ffdf1bf878e (41369)$Quarter (41423)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","a7a71d92-1029-4162-bfd1-b37d8842ffd0"
41424,"Day","LocalDateTable_84799aaa-fe5c-4b4b-8be9-7ffdf1bf878e","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable 84799aaa fe5c 4b4b 8be9 7ffdf1bf878e (41369)$Day (41424)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","950d0794-f8ec-47de-af69-751611f647ad"
41373,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_2516ee9c-3ad4-442f-bc51-2fe377ad31fd","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable 2516ee9c 3ad4 442f bc51 2fe377ad31fd (41372)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (41373)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
41426,"Date","LocalDateTable_2516ee9c-3ad4-442f-bc51-2fe377ad31fd","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable 2516ee9c 3ad4 442f bc51 2fe377ad31fd (41372)$Date (41426)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","be6279c9-d286-4cd3-8d48-b7991126606f"
41427,"Year","LocalDateTable_2516ee9c-3ad4-442f-bc51-2fe377ad31fd","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable 2516ee9c 3ad4 442f bc51 2fe377ad31fd (41372)$Year (41427)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","5e160d15-507f-4e1c-a638-d397e58235bb"
41428,"MonthNo","LocalDateTable_2516ee9c-3ad4-442f-bc51-2fe377ad31fd","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable 2516ee9c 3ad4 442f bc51 2fe377ad31fd (41372)$MonthNo (41428)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","3c2de06f-6376-443e-8ccc-8e00ce4ff7bc"
41429,"Month","LocalDateTable_2516ee9c-3ad4-442f-bc51-2fe377ad31fd","Text","Months","",True,False,False,True,"Default","None","LocalDateTable 2516ee9c 3ad4 442f bc51 2fe377ad31fd (41372)$Month (41429)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","9bf8997b-9fcc-4ee7-b73b-467dae6c1e72"
41430,"QuarterNo","LocalDateTable_2516ee9c-3ad4-442f-bc51-2fe377ad31fd","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable 2516ee9c 3ad4 442f bc51 2fe377ad31fd (41372)$QuarterNo (41430)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","db34f0fe-a476-4a5a-b0a0-2a8bb9fb863d"
41431,"Quarter","LocalDateTable_2516ee9c-3ad4-442f-bc51-2fe377ad31fd","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable 2516ee9c 3ad4 442f bc51 2fe377ad31fd (41372)$Quarter (41431)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","d4969de0-10a8-4510-a0cc-8a7c2677dadf"
41432,"Day","LocalDateTable_2516ee9c-3ad4-442f-bc51-2fe377ad31fd","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable 2516ee9c 3ad4 442f bc51 2fe377ad31fd (41372)$Day (41432)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","fa544e5e-2162-4706-8952-14b3aac2099c"
41376,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_e2cc0ba6-4c4b-4e42-8671-86fa1906e8b3","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable e2cc0ba6 4c4b 4e42 8671 86fa1906e8b3 (41375)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (41376)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
41434,"Date","LocalDateTable_e2cc0ba6-4c4b-4e42-8671-86fa1906e8b3","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable e2cc0ba6 4c4b 4e42 8671 86fa1906e8b3 (41375)$Date (41434)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","91f4398f-53f2-486a-88ac-e2076518f640"
41435,"Year","LocalDateTable_e2cc0ba6-4c4b-4e42-8671-86fa1906e8b3","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable e2cc0ba6 4c4b 4e42 8671 86fa1906e8b3 (41375)$Year (41435)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","33198d6f-4fc5-4685-b906-c445c823337c"
41436,"MonthNo","LocalDateTable_e2cc0ba6-4c4b-4e42-8671-86fa1906e8b3","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable e2cc0ba6 4c4b 4e42 8671 86fa1906e8b3 (41375)$MonthNo (41436)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","fff7979e-578d-4430-a426-46909f95cfea"
41437,"Month","LocalDateTable_e2cc0ba6-4c4b-4e42-8671-86fa1906e8b3","Text","Months","",True,False,False,True,"Default","None","LocalDateTable e2cc0ba6 4c4b 4e42 8671 86fa1906e8b3 (41375)$Month (41437)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","1d380535-1e4c-48f4-ac17-789fcf1430aa"
41438,"QuarterNo","LocalDateTable_e2cc0ba6-4c4b-4e42-8671-86fa1906e8b3","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable e2cc0ba6 4c4b 4e42 8671 86fa1906e8b3 (41375)$QuarterNo (41438)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","da53b251-00bc-4b1e-80df-f54d8e012ab8"
41439,"Quarter","LocalDateTable_e2cc0ba6-4c4b-4e42-8671-86fa1906e8b3","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable e2cc0ba6 4c4b 4e42 8671 86fa1906e8b3 (41375)$Quarter (41439)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","e7f84651-e79d-4b50-a6d8-f7a2baa9c1c6"
41440,"Day","LocalDateTable_e2cc0ba6-4c4b-4e42-8671-86fa1906e8b3","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable e2cc0ba6 4c4b 4e42 8671 86fa1906e8b3 (41375)$Day (41440)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","69644ded-4b1c-473a-acf9-6042b16659cd"
41379,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_e0847d28-6bc9-4239-b166-b3a5940b21b2","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable e0847d28 6bc9 4239 b166 b3a5940b21b2 (41378)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (41379)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
41442,"Date","LocalDateTable_e0847d28-6bc9-4239-b166-b3a5940b21b2","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable e0847d28 6bc9 4239 b166 b3a5940b21b2 (41378)$Date (41442)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","3092a844-ed71-4349-85c4-712ad9859fef"
41443,"Year","LocalDateTable_e0847d28-6bc9-4239-b166-b3a5940b21b2","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable e0847d28 6bc9 4239 b166 b3a5940b21b2 (41378)$Year (41443)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","4a566b7a-cbf2-4c0f-8a76-0cb96e258fd2"
41444,"MonthNo","LocalDateTable_e0847d28-6bc9-4239-b166-b3a5940b21b2","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable e0847d28 6bc9 4239 b166 b3a5940b21b2 (41378)$MonthNo (41444)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","420d58f1-c454-47fe-8e30-c03305434549"
41445,"Month","LocalDateTable_e0847d28-6bc9-4239-b166-b3a5940b21b2","Text","Months","",True,False,False,True,"Default","None","LocalDateTable e0847d28 6bc9 4239 b166 b3a5940b21b2 (41378)$Month (41445)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","8cce0755-76ac-4b3f-93ab-e5bfb4127799"
41446,"QuarterNo","LocalDateTable_e0847d28-6bc9-4239-b166-b3a5940b21b2","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable e0847d28 6bc9 4239 b166 b3a5940b21b2 (41378)$QuarterNo (41446)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","f34cff1c-5fdd-41bb-a819-a6c9224152e8"
41447,"Quarter","LocalDateTable_e0847d28-6bc9-4239-b166-b3a5940b21b2","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable e0847d28 6bc9 4239 b166 b3a5940b21b2 (41378)$Quarter (41447)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","ba31fffd-e6f8-4ed1-a5b5-a0e8b31f00fc"
41448,"Day","LocalDateTable_e0847d28-6bc9-4239-b166-b3a5940b21b2","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable e0847d28 6bc9 4239 b166 b3a5940b21b2 (41378)$Day (41448)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","ba391b3a-235e-4ec1-b689-fe067a0eba8f"
41382,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_4b88adf6-471a-4b9d-8443-03cc4227cd59","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable 4b88adf6 471a 4b9d 8443 03cc4227cd59 (41381)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (41382)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
41450,"Date","LocalDateTable_4b88adf6-471a-4b9d-8443-03cc4227cd59","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable 4b88adf6 471a 4b9d 8443 03cc4227cd59 (41381)$Date (41450)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","5f6f2656-5dd6-47a1-8e7b-0278f4684c32"
41451,"Year","LocalDateTable_4b88adf6-471a-4b9d-8443-03cc4227cd59","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable 4b88adf6 471a 4b9d 8443 03cc4227cd59 (41381)$Year (41451)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","52e48bd9-9916-42c1-9468-16ee8efee782"
41452,"MonthNo","LocalDateTable_4b88adf6-471a-4b9d-8443-03cc4227cd59","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable 4b88adf6 471a 4b9d 8443 03cc4227cd59 (41381)$MonthNo (41452)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","0d415cc8-9689-4247-af3d-5ba8bc050778"
41453,"Month","LocalDateTable_4b88adf6-471a-4b9d-8443-03cc4227cd59","Text","Months","",True,False,False,True,"Default","None","LocalDateTable 4b88adf6 471a 4b9d 8443 03cc4227cd59 (41381)$Month (41453)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","332889d0-3dab-4818-bcbc-8cecd16fef04"
41454,"QuarterNo","LocalDateTable_4b88adf6-471a-4b9d-8443-03cc4227cd59","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable 4b88adf6 471a 4b9d 8443 03cc4227cd59 (41381)$QuarterNo (41454)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","b1db61bd-607b-43dd-b96f-446df55933d8"
41455,"Quarter","LocalDateTable_4b88adf6-471a-4b9d-8443-03cc4227cd59","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable 4b88adf6 471a 4b9d 8443 03cc4227cd59 (41381)$Quarter (41455)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","5b3ee1a5-1124-421e-9907-ebbcfc5b03d9"
41456,"Day","LocalDateTable_4b88adf6-471a-4b9d-8443-03cc4227cd59","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable 4b88adf6 471a 4b9d 8443 03cc4227cd59 (41381)$Day (41456)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","82a6992e-66e5-400e-8781-e9755cd95388"
41385,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_c9c7da2b-5e08-40bb-875d-f895d5cf5596","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable c9c7da2b 5e08 40bb 875d f895d5cf5596 (41384)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (41385)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
41458,"Date","LocalDateTable_c9c7da2b-5e08-40bb-875d-f895d5cf5596","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable c9c7da2b 5e08 40bb 875d f895d5cf5596 (41384)$Date (41458)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","64986502-1535-4592-b0ac-59bf2aa82222"
41459,"Year","LocalDateTable_c9c7da2b-5e08-40bb-875d-f895d5cf5596","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable c9c7da2b 5e08 40bb 875d f895d5cf5596 (41384)$Year (41459)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","20a3e6e8-74ab-4094-96e1-b7ba23c7dc19"
41460,"MonthNo","LocalDateTable_c9c7da2b-5e08-40bb-875d-f895d5cf5596","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable c9c7da2b 5e08 40bb 875d f895d5cf5596 (41384)$MonthNo (41460)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","bb107a22-7360-40df-a85e-7cf14481df87"
41461,"Month","LocalDateTable_c9c7da2b-5e08-40bb-875d-f895d5cf5596","Text","Months","",True,False,False,True,"Default","None","LocalDateTable c9c7da2b 5e08 40bb 875d f895d5cf5596 (41384)$Month (41461)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","8dd270e3-7338-4f7e-a155-23144454c6d2"
41462,"QuarterNo","LocalDateTable_c9c7da2b-5e08-40bb-875d-f895d5cf5596","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable c9c7da2b 5e08 40bb 875d f895d5cf5596 (41384)$QuarterNo (41462)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","6e171d47-da80-4553-b95c-a5a7b7eea3fc"
41463,"Quarter","LocalDateTable_c9c7da2b-5e08-40bb-875d-f895d5cf5596","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable c9c7da2b 5e08 40bb 875d f895d5cf5596 (41384)$Quarter (41463)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","f4b46b59-0cce-45a8-82ac-8a04a61b4474"
41464,"Day","LocalDateTable_c9c7da2b-5e08-40bb-875d-f895d5cf5596","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable c9c7da2b 5e08 40bb 875d f895d5cf5596 (41384)$Day (41464)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","0428c543-500b-4b31-88ad-1a854182ff1e"
41388,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_581ecd1a-1dbe-495d-a3c1-d2878f3368be","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable 581ecd1a 1dbe 495d a3c1 d2878f3368be (41387)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (41388)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
41466,"Date","LocalDateTable_581ecd1a-1dbe-495d-a3c1-d2878f3368be","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable 581ecd1a 1dbe 495d a3c1 d2878f3368be (41387)$Date (41466)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","6ea5ad8a-8f48-42cd-a7ca-2a5bdf113556"
41467,"Year","LocalDateTable_581ecd1a-1dbe-495d-a3c1-d2878f3368be","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable 581ecd1a 1dbe 495d a3c1 d2878f3368be (41387)$Year (41467)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","47093f13-fe6b-456b-91ba-ff35b53cde9c"
41468,"MonthNo","LocalDateTable_581ecd1a-1dbe-495d-a3c1-d2878f3368be","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable 581ecd1a 1dbe 495d a3c1 d2878f3368be (41387)$MonthNo (41468)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","f5cee21c-5721-49dc-a207-7582b285b0bb"
41469,"Month","LocalDateTable_581ecd1a-1dbe-495d-a3c1-d2878f3368be","Text","Months","",True,False,False,True,"Default","None","LocalDateTable 581ecd1a 1dbe 495d a3c1 d2878f3368be (41387)$Month (41469)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","5ed2a427-8ed5-4454-b37d-70447db4f6ce"
41470,"QuarterNo","LocalDateTable_581ecd1a-1dbe-495d-a3c1-d2878f3368be","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable 581ecd1a 1dbe 495d a3c1 d2878f3368be (41387)$QuarterNo (41470)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","35e0b619-070a-4067-80f6-078f0e648388"
41471,"Quarter","LocalDateTable_581ecd1a-1dbe-495d-a3c1-d2878f3368be","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable 581ecd1a 1dbe 495d a3c1 d2878f3368be (41387)$Quarter (41471)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","7e0befa8-a5f1-4e15-baab-ad2327293f6a"
41472,"Day","LocalDateTable_581ecd1a-1dbe-495d-a3c1-d2878f3368be","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable 581ecd1a 1dbe 495d a3c1 d2878f3368be (41387)$Day (41472)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","4105057a-8248-4656-9e5d-20b7465f3cc8"
46527,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","Unique_Contract_Number","Integer","RowNumber","",True,True,True,False,"Default","Default","Table (46526)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (46527)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
48007,"Contract_PIC","Unique_Contract_Number","Text","Regular","",False,False,False,True,"Default","None","Table (46526)$Contract PIC (48007)","CalculatedTableColumn","Contract_PIC","","",True,"","GroupOnValue","","","","26027ba3-b361-4af0-8732-5fd00f021cf8"
1130291,"Contract_Number","Unique_Contract_Number","Text","Regular","",False,True,False,False,"Default","None","Table (46526)$Contract Number (1130291)","CalculatedTableColumn","Contract_Number","","",True,"","GroupOnValue","","","","9f70e5e2-e7df-480f-a237-bea778b97f3d"
63314,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_00c427ba-db3d-42e6-9ba4-93253381f352","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable 00c427ba db3d 42e6 9ba4 93253381f352 (63313)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (63314)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
63317,"Date","LocalDateTable_00c427ba-db3d-42e6-9ba4-93253381f352","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable 00c427ba db3d 42e6 9ba4 93253381f352 (63313)$Date (63317)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","c432a981-8359-486d-8061-9e6aa8dee4ba"
63318,"Year","LocalDateTable_00c427ba-db3d-42e6-9ba4-93253381f352","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable 00c427ba db3d 42e6 9ba4 93253381f352 (63313)$Year (63318)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","c2e0935e-ed8f-49f4-9a23-f3696992ee60"
63319,"MonthNo","LocalDateTable_00c427ba-db3d-42e6-9ba4-93253381f352","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable 00c427ba db3d 42e6 9ba4 93253381f352 (63313)$MonthNo (63319)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","dd811cf1-68af-468f-a529-b307756f3c30"
63320,"Month","LocalDateTable_00c427ba-db3d-42e6-9ba4-93253381f352","Text","Months","",True,False,False,True,"Default","None","LocalDateTable 00c427ba db3d 42e6 9ba4 93253381f352 (63313)$Month (63320)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","624cbd37-d7f7-4302-b4cd-115e8072a4c9"
63321,"QuarterNo","LocalDateTable_00c427ba-db3d-42e6-9ba4-93253381f352","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable 00c427ba db3d 42e6 9ba4 93253381f352 (63313)$QuarterNo (63321)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","473bde5d-4a56-4d18-ae00-b958e7b047d1"
63322,"Quarter","LocalDateTable_00c427ba-db3d-42e6-9ba4-93253381f352","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable 00c427ba db3d 42e6 9ba4 93253381f352 (63313)$Quarter (63322)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","399b83b9-cb6b-4bab-8d4a-efa62673db16"
63323,"Day","LocalDateTable_00c427ba-db3d-42e6-9ba4-93253381f352","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable 00c427ba db3d 42e6 9ba4 93253381f352 (63313)$Day (63323)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","bf1b690e-2f50-4889-81c2-5c25b5ceb9c4"
63702,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_9ca7430c-d5ab-48ce-9c4a-a55586da381d","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable 9ca7430c d5ab 48ce 9c4a a55586da381d (63701)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (63702)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
63705,"Date","LocalDateTable_9ca7430c-d5ab-48ce-9c4a-a55586da381d","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable 9ca7430c d5ab 48ce 9c4a a55586da381d (63701)$Date (63705)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","31445da8-8631-4a3b-ac89-56c9c670e0fd"
63706,"Year","LocalDateTable_9ca7430c-d5ab-48ce-9c4a-a55586da381d","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable 9ca7430c d5ab 48ce 9c4a a55586da381d (63701)$Year (63706)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","f967de1f-a69d-4233-a945-ff5732ea0338"
63707,"MonthNo","LocalDateTable_9ca7430c-d5ab-48ce-9c4a-a55586da381d","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable 9ca7430c d5ab 48ce 9c4a a55586da381d (63701)$MonthNo (63707)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","6d80437a-0b87-4276-ac14-c9ca77ecff9f"
