ID,Name,Table,DataType,DataCategory,Description,IsHidden,IsUnique,IsKey,IsNullable,Alignment,SummarizeBy,ColumnStorage,Type,SourceColumn,Expression,FormatString,IsAvailableInMDX,SortByColumn,GroupingBehavior,SourceProviderType,DisplayFolder,AlternateOf,LineageTag
151421,"Remarks","DB_PROCUREMENT_CONTRACT contracts_amendment_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts amendment new (151374)$Remarks (151421)","Data","Remarks","","",True,"","GroupOnValue","","","","4fdccaea-6cb4-48ff-b49f-ec9e82e336b7"
153547,"No_Parent","DB_PROCUREMENT_CONTRACT contracts_amendment_new","Integer","Regular","",False,False,False,True,"Default","Sum","DB PROCUREMENT CONTRACT contracts amendment new (151374)$No Parent (153547)","Data","No_Parent","","0",True,"","GroupOnValue","","","","81cadd7f-0b7c-49b0-b47f-b74e05035a35"
165954,"_Status","DB_PROCUREMENT_CONTRACT contracts_amendment_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts amendment new (151374)$Column (165954)","Calculated","","
IF(
    'DB_PROCUREMENT_CONTRACT contracts_amendment_new'[Amendment_Expired_Date] > TODAY() ||
    'DB_PROCUREMENT_CONTRACT contracts_amendment_new'[Amendment_Expired_Date] = 'DB_PROCUREMENT_CONTRACT contracts_amendment_new'[Amendment_Date] ||
    ISBLANK('DB_PROCUREMENT_CONTRACT contracts_amendment_new'[Amendment_Expired_Date]),
    ""Active"",
    ""Closed""
)
","",True,"","GroupOnValue","","","","5b2f9cba-fde1-40e0-9ac8-e4bb1c9cc4d5"
249395,"id","DB_PROCUREMENT_CONTRACT contracts_amendment_new","Integer","Regular","",False,False,False,True,"Default","Sum","DB PROCUREMENT CONTRACT contracts amendment new (151374)$id (249395)","Data","id","","0",True,"","GroupOnValue","","","","2a6ce21e-f5cd-4fe7-9e9f-e0ff61140af3"
479404,"PT","DB_PROCUREMENT_CONTRACT contracts_amendment_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts amendment new (151374)$PT (479404)","Data","PT","","",True,"","GroupOnValue","","","","827059d5-eec2-42b6-a924-f58d961589fd"
479405,"User","DB_PROCUREMENT_CONTRACT contracts_amendment_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts amendment new (151374)$User (479405)","Data","User","","",True,"","GroupOnValue","","","","1965200a-2e91-4291-a00a-64d69adb207f"
151378,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_b7477019-fefb-4439-a733-c52c8e4c0ac7","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable b7477019 fefb 4439 a733 c52c8e4c0ac7 (151377)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (151378)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
151402,"Date","LocalDateTable_b7477019-fefb-4439-a733-c52c8e4c0ac7","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable b7477019 fefb 4439 a733 c52c8e4c0ac7 (151377)$Date (151402)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","9d4d42e0-2712-4d0c-9be8-17330003da63"
151403,"Year","LocalDateTable_b7477019-fefb-4439-a733-c52c8e4c0ac7","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable b7477019 fefb 4439 a733 c52c8e4c0ac7 (151377)$Year (151403)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","5086ac72-5b64-4327-a53b-64eceb19286d"
151404,"MonthNo","LocalDateTable_b7477019-fefb-4439-a733-c52c8e4c0ac7","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable b7477019 fefb 4439 a733 c52c8e4c0ac7 (151377)$MonthNo (151404)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","edadfdf9-dfaf-4bec-9220-4959840101f9"
151405,"Month","LocalDateTable_b7477019-fefb-4439-a733-c52c8e4c0ac7","Text","Months","",True,False,False,True,"Default","None","LocalDateTable b7477019 fefb 4439 a733 c52c8e4c0ac7 (151377)$Month (151405)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","86226145-af53-4660-8d39-9e1fe319dfa8"
151406,"QuarterNo","LocalDateTable_b7477019-fefb-4439-a733-c52c8e4c0ac7","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable b7477019 fefb 4439 a733 c52c8e4c0ac7 (151377)$QuarterNo (151406)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","f4e0a403-0b10-4e37-9556-f07756e46ca2"
151407,"Quarter","LocalDateTable_b7477019-fefb-4439-a733-c52c8e4c0ac7","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable b7477019 fefb 4439 a733 c52c8e4c0ac7 (151377)$Quarter (151407)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","ac91902e-4af4-4d80-af85-3fe209b1b1f3"
151408,"Day","LocalDateTable_b7477019-fefb-4439-a733-c52c8e4c0ac7","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable b7477019 fefb 4439 a733 c52c8e4c0ac7 (151377)$Day (151408)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","219c779f-8144-4c6b-bce4-8658d34b0e55"
151381,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_20ef2c8e-4d06-439e-8f27-dc9053f2eef3","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable 20ef2c8e 4d06 439e 8f27 dc9053f2eef3 (151380)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (151381)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
151410,"Date","LocalDateTable_20ef2c8e-4d06-439e-8f27-dc9053f2eef3","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable 20ef2c8e 4d06 439e 8f27 dc9053f2eef3 (151380)$Date (151410)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","c4ac6acc-86e6-4b6f-8b11-906f1dcd883d"
151411,"Year","LocalDateTable_20ef2c8e-4d06-439e-8f27-dc9053f2eef3","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable 20ef2c8e 4d06 439e 8f27 dc9053f2eef3 (151380)$Year (151411)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","6754232b-adf2-4c33-8264-3a68944e1221"
151412,"MonthNo","LocalDateTable_20ef2c8e-4d06-439e-8f27-dc9053f2eef3","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable 20ef2c8e 4d06 439e 8f27 dc9053f2eef3 (151380)$MonthNo (151412)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","8510e4af-23a3-4113-981d-f41168bd70d6"
151413,"Month","LocalDateTable_20ef2c8e-4d06-439e-8f27-dc9053f2eef3","Text","Months","",True,False,False,True,"Default","None","LocalDateTable 20ef2c8e 4d06 439e 8f27 dc9053f2eef3 (151380)$Month (151413)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","ef58ad8c-952b-4ede-990c-381db89f4acd"
151414,"QuarterNo","LocalDateTable_20ef2c8e-4d06-439e-8f27-dc9053f2eef3","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable 20ef2c8e 4d06 439e 8f27 dc9053f2eef3 (151380)$QuarterNo (151414)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","9ed713cc-375b-493a-a172-22e730a52394"
151415,"Quarter","LocalDateTable_20ef2c8e-4d06-439e-8f27-dc9053f2eef3","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable 20ef2c8e 4d06 439e 8f27 dc9053f2eef3 (151380)$Quarter (151415)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","250a7065-1713-4bc4-a673-abeac9548226"
151416,"Day","LocalDateTable_20ef2c8e-4d06-439e-8f27-dc9053f2eef3","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable 20ef2c8e 4d06 439e 8f27 dc9053f2eef3 (151380)$Day (151416)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","68d0c74f-7e6c-4dbe-856e-042541e2314f"
151384,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","DB_PROCUREMENT_CONTRACT contracts_new","Integer","RowNumber","",True,True,True,False,"Default","Default","DB PROCUREMENT CONTRACT contracts new (151383)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (151384)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
151423,"Contract_Number","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,True,False,False,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$Contract Number (151423)","Data","Contract_Number","","",True,"","GroupOnValue","","","","32df67f0-fa73-4ffd-b6f1-5b5400dfcc36"
151424,"Contract_Name","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$Contract Name (151424)","Data","Contract_Name","","",True,"","GroupOnValue","","","","5eb74a93-0462-47db-80b6-13e7a5d4defa"
151425,"Process_Type","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$Process Type (151425)","Data","Process_Type","","",True,"","GroupOnValue","","","","58f7770d-9d70-4ec2-910c-a6f68bbb37d7"
151426,"PT","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$PT (151426)","Data","PT","","",True,"","GroupOnValue","","","","a9d2eee6-5a29-4c16-b564-f8fcf3d7cfa5"
151427,"Category","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$Category (151427)","Data","Category","","",True,"","GroupOnValue","","","","0323657f-c65a-4548-9cab-760e92626bbb"
151428,"Vendor","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$Vendor (151428)","Data","Vendor","","",True,"","GroupOnValue","","","","970a9ea6-e9c7-492d-b632-a5957aee1c88"
151429,"Vendor_2","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$Vendor 2 (151429)","Data","Vendor_2","","",True,"","GroupOnValue","","","","b98e29f8-481c-4bf4-b0e5-a30b31b28286"
151430,"Contract_Date","DB_PROCUREMENT_CONTRACT contracts_new","Date","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$Contract Date (151430)","Data","Contract_Date","","Long Date",True,"","GroupOnValue","","","","dddb4f0e-99af-49aa-ab20-558c80279641"
151438,"Expired_Date","DB_PROCUREMENT_CONTRACT contracts_new","Date","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$Expired Date (151438)","Data","Expired_Date","","Long Date",True,"","GroupOnValue","","","","f9b3ed12-a1fc-44ab-bec2-3a6d92b49cd2"
151446,"Contract_Amount","DB_PROCUREMENT_CONTRACT contracts_new","Number","Regular","",False,False,False,True,"Default","Sum","DB PROCUREMENT CONTRACT contracts new (151383)$Contract Amount (151446)","Data","Contract_Amount","","",True,"","GroupOnValue","","","","d3c530d2-185f-49a5-a880-bba4fb39789b"
151447,"Cost_Saving","DB_PROCUREMENT_CONTRACT contracts_new","Number","Regular","",False,False,False,True,"Default","Sum","DB PROCUREMENT CONTRACT contracts new (151383)$Cost Saving (151447)","Data","Cost_Saving","","",True,"","GroupOnValue","","","","ab3bb511-a4a2-4c59-be11-2eef6685c605"
151448,"User","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$User (151448)","Data","User","","",True,"","GroupOnValue","","","","3a6b1558-a4a7-4c15-ab63-4de2f9e53387"
151449,"User_2","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$User 2 (151449)","Data","User_2","","",True,"","GroupOnValue","","","","66d6e0f6-a180-44b6-a345-b880d3b060f6"
151450,"PIC","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$PIC (151450)","Data","PIC","","",True,"","GroupOnValue","","","","ba7c84cf-e7fc-4b39-aec7-7e6e70ab4066"
151451,"Remarks","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$Remarks (151451)","Data","Remarks","","",True,"","GroupOnValue","","","","63ed1fe1-052d-492d-9235-1b49ad08811a"
165662,"_Status","DB_PROCUREMENT_CONTRACT contracts_new","Text","Regular","",False,False,False,True,"Default","None","DB PROCUREMENT CONTRACT contracts new (151383)$Column (165662)","Calculated","","
IF(
    'DB_PROCUREMENT_CONTRACT contracts_new'[Expired_Date] > TODAY() ||
    'DB_PROCUREMENT_CONTRACT contracts_new'[Expired_Date] = 'DB_PROCUREMENT_CONTRACT contracts_new'[Contract_Date] ||
    ISBLANK('DB_PROCUREMENT_CONTRACT contracts_new'[Expired_Date]),
    ""Active"",
    ""Closed""
)
","",True,"","GroupOnValue","","","","5a4cce29-503d-4528-82e4-d2fa23430f8f"
161585,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","Combined_Contracts","Integer","RowNumber","",True,True,True,False,"Default","Default","Table (161584)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (161585)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
161648,"Contract_Number","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$Contract Number (161648)","CalculatedTableColumn","Contract_Number","","",True,"","GroupOnValue","","","","0d0ac1ce-2663-4850-a3d9-4b9115ad4eba"
161650,"Contract_Name","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$Contract Name (161650)","CalculatedTableColumn","Contract_Name","","",True,"","GroupOnValue","","","","ac80c5c1-1ccd-466a-97b1-87f296677c32"
161652,"Record_Type","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$Record Type (161652)","CalculatedTableColumn","Record_Type","","",True,"","GroupOnValue","","","","1bd66091-1309-4a37-9dbc-707e1847342d"
161654,"Amendment_Version","Combined_Contracts","Integer","Regular","",False,False,False,True,"Default","Sum","Table (161584)$Amendment Version (161654)","CalculatedTableColumn","Amendment_Version","","0",True,"","GroupOnValue","","","","60bc0190-c616-4775-b6c2-c6a23358a2bc"
161656,"Contract_Amount","Combined_Contracts","Number","Regular","",False,False,False,True,"Default","Sum","Table (161584)$Contract Amount (161656)","CalculatedTableColumn","Contract_Amount","","",True,"","GroupOnValue","","","","12ad8774-0253-44c2-8075-7389273ec668"
161658,"Cost_Saving","Combined_Contracts","Number","Regular","",False,False,False,True,"Default","Sum","Table (161584)$Cost Saving (161658)","CalculatedTableColumn","Cost_Saving","","",True,"","GroupOnValue","","","","fc82790a-5927-482f-9203-c75c99845920"
162048,"Contract_Date","Combined_Contracts","Date","Regular","",False,False,False,True,"Default","None","Table (161584)$Contract Date (162048)","CalculatedTableColumn","Contract_Date","","Long Date",True,"","GroupOnValue","","","","5457896a-a6fd-433e-89e5-731cb4ef089a"
162050,"Expired_Date","Combined_Contracts","Date","Regular","",False,False,False,True,"Default","None","Table (161584)$Expired Date (162050)","CalculatedTableColumn","Expired_Date","","Long Date",True,"","GroupOnValue","","","","2fc6da68-53a4-4449-9244-eed7d686549f"
164716,"PT","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$PT (164716)","CalculatedTableColumn","PT","","",True,"","GroupOnValue","","","","c06d0174-2637-4f3b-a248-820ef1c20512"
164718,"User","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$User (164718)","CalculatedTableColumn","User","","",True,"","GroupOnValue","","","","40d1e9f5-cbd8-4bc0-bf7a-4e5031c9c766"
224810,"PIC","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$PIC (224810)","CalculatedTableColumn","PIC","","",True,"","GroupOnValue","","","","b5b91e15-40e3-4a13-9001-fcb445d2a8ba"
235615,"Contract_Type","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$Contract Type (235615)","CalculatedTableColumn","Contract_Type","","",True,"","GroupOnValue","","","","e3f78f23-e98f-4d52-b1e6-213f5f43d018"
249095,"_Active","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$Column (249095)","Calculated","","
VAR CurrentDate = TODAY()
VAR ThisContractNumber = Combined_Contracts[Contract_Number]
VAR ThisVersion = Combined_Contracts[Amendment_Version]

VAR MaxVersion =
    CALCULATE(
        MAX(Combined_Contracts[Amendment_Version]),
        FILTER(
            Combined_Contracts,
            Combined_Contracts[Contract_Number] = ThisContractNumber
        )
    )

VAR LatestExpiry =
    CALCULATE(
        MAX(Combined_Contracts[Expired_Date]),
        FILTER(
            Combined_Contracts,
            Combined_Contracts[Contract_Number] = ThisContractNumber &&
            Combined_Contracts[Amendment_Version] = MaxVersion
        )
    )

RETURN
IF (
    ThisVersion = MaxVersion &&
    CurrentDate < LatestExpiry,
    ""Active"",
    ""Closed""
)
","",True,"","GroupOnValue","","","","887cc78c-7acb-4098-bff7-864b486022ae"
313306,"Category","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$Category (313306)","CalculatedTableColumn","Category","","",True,"","GroupOnValue","","","","70241208-b430-4c79-9093-e7b3c9598ce6"
337150,"_Expired in","Combined_Contracts","Integer","Regular","",False,False,False,True,"Default","Sum","Table (161584)$Column (337150)","Calculated","","Today() - Combined_Contracts[Expired_Date]","0",True,"","GroupOnValue","","","","f8d066e0-b745-48ea-a18f-30254dc74f20"
344507,"_CheckAmandemented","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$Column (344507)","Calculated","","
VAR CurrentContract = combined_contracts[Contract_Number]
VAR TotalVersions =
    CALCULATE(
        COUNTROWS(combined_contracts),
        FILTER(
            combined_contracts,
            combined_contracts[Contract_Number] = CurrentContract
        )
    )
RETURN
IF(TotalVersions > 1, ""Yes"", ""No"")
","",True,"","GroupOnValue","","","","ed01702f-f97a-4421-a42e-5e6a8d1ecefa"
358945,"_MaxExpired","Combined_Contracts","Integer","Regular","",False,False,False,True,"Default","Sum","Table (161584)$Column (358945)","Calculated","","
VAR ContractNumber = Combined_Contracts[Contract_Number]
VAR MaxED =
    CALCULATE(
        MAX(Combined_Contracts[Expired_Date]),
        FILTER(
            Combined_Contracts,
            Combined_Contracts[Contract_Number] = ContractNumber
        )
    )
RETURN
IF(MaxED > TODAY(), 1, 0)
","0",True,"","GroupOnValue","","","","73f501ed-69ff-494b-95f9-3ec566e008e8"
517349,"_NewPIC","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$Column (517349)","Calculated","","
SWITCH(
    TRUE(),
    Combined_Contracts[User] = ""TECH"", ""Satria"",
    Combined_Contracts[User] = ""EXT"", ""Zana"",
    Combined_Contracts[User] = ""HRGA"", ""Zana"",
    Combined_Contracts[User] = ""PLNT"", ""Auriel"",
    Combined_Contracts[User] = ""PROC"", ""Auriel"",
    BLANK()
)
","",True,"","GroupOnValue","","","","584b2cf3-9e10-4d1a-8d58-a10baa5996bd"
520228,"Vendor","Combined_Contracts","Text","Regular","",False,False,False,True,"Default","None","Table (161584)$Vendor (520228)","CalculatedTableColumn","Vendor","","",True,"","GroupOnValue","","","","2d2f4380-88aa-4b9f-adc3-3bda81b7f76e"
170618,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","Months","Integer","RowNumber","",True,True,True,False,"Default","Default","Table (170617)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (170618)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
174613,"Value","Months","Integer","Regular","",False,False,False,True,"Default","Sum","Table (170617)$Value (174613)","CalculatedTableColumn","Value","","0",True,"","GroupOnValue","","","","8e928e2c-008f-4caf-80f7-7231a50ae03b"
176613,"_Endofmonthtext","Months","Text","Regular","",False,False,False,True,"Default","None","Table (170617)$Column (176613)","Calculated","","FORMAT(Months[_Endofmonthdate],""mm/yy"")","",True,"Value","GroupOnValue","","","","3d431045-06bf-4e39-a82c-47e7fc074c4e"
183156,"_DescendingIndex","Months","Integer","Regular","",False,False,False,True,"Default","Sum","Table (170617)$ DescendingIndex (183156)","CalculatedTableColumn","_DescendingIndex","","0",True,"","GroupOnValue","","","","658da5f0-8c6d-4cb1-92a6-e303d31c0021"
187344,"_Endofmonthdate","Months","Date","Regular","",False,False,False,True,"Default","None","Table (170617)$ Endofmonthdate (187344)","CalculatedTableColumn","_Endofmonthdate","","Long Date",True,"","GroupOnValue","","","","17febc27-7770-4ce9-9d87-0f01fa410dab"
187352,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_974dbc09-310f-40d2-82d7-2bb16100fbe2","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable 974dbc09 310f 40d2 82d7 2bb16100fbe2 (187351)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (187352)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
187355,"Date","LocalDateTable_974dbc09-310f-40d2-82d7-2bb16100fbe2","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable 974dbc09 310f 40d2 82d7 2bb16100fbe2 (187351)$Date (187355)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","878ffe4d-22d5-475a-8d21-48adfa2a278e"
187356,"Year","LocalDateTable_974dbc09-310f-40d2-82d7-2bb16100fbe2","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable 974dbc09 310f 40d2 82d7 2bb16100fbe2 (187351)$Year (187356)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","12990e4f-eecc-4648-be66-53fe8d14ba0d"
187357,"MonthNo","LocalDateTable_974dbc09-310f-40d2-82d7-2bb16100fbe2","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable 974dbc09 310f 40d2 82d7 2bb16100fbe2 (187351)$MonthNo (187357)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","08465aea-d8b5-4f13-8d57-5deb230be706"
187358,"Month","LocalDateTable_974dbc09-310f-40d2-82d7-2bb16100fbe2","Text","Months","",True,False,False,True,"Default","None","LocalDateTable 974dbc09 310f 40d2 82d7 2bb16100fbe2 (187351)$Month (187358)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","3712273e-7ea9-4c91-9896-5bb9fa2dc057"
187359,"QuarterNo","LocalDateTable_974dbc09-310f-40d2-82d7-2bb16100fbe2","Integer","QuarterOfYear","",True,False,False,True,"Default","None","LocalDateTable 974dbc09 310f 40d2 82d7 2bb16100fbe2 (187351)$QuarterNo (187359)","Calculated","","INT(([MonthNo] + 2) / 3)","",True,"","GroupOnValue","","","","2fd01901-d315-43ce-9175-5b818834e29e"
187360,"Quarter","LocalDateTable_974dbc09-310f-40d2-82d7-2bb16100fbe2","Text","Quarters","",True,False,False,True,"Default","None","LocalDateTable 974dbc09 310f 40d2 82d7 2bb16100fbe2 (187351)$Quarter (187360)","Calculated","","""Qtr "" & [QuarterNo]","",True,"QuarterNo","GroupOnValue","","","","fa8f38a3-61a5-46a9-b63a-d217e7ffa4a1"
187361,"Day","LocalDateTable_974dbc09-310f-40d2-82d7-2bb16100fbe2","Integer","DayOfMonth","",True,False,False,True,"Default","None","LocalDateTable 974dbc09 310f 40d2 82d7 2bb16100fbe2 (187351)$Day (187361)","Calculated","","DAY([Date])","",True,"","GroupOnValue","","","","95f351e5-ff52-4c66-b1ad-e9b71c58e845"
191140,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","Combined_Contracts_Summary","Integer","RowNumber","",True,True,True,False,"Default","Default","Table (191139)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (191140)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
191245,"Contract_Series_ID","Combined_Contracts_Summary","Text","Regular","",False,False,False,True,"Default","None","Table (191139)$Contract Series ID (191245)","CalculatedTableColumn","Contract_Series_ID","","",True,"","GroupOnValue","","","","c8ba4f38-e22f-4609-9e1f-48a51ac9dcc0"
191249,"Latest_Amount","Combined_Contracts_Summary","Number","Regular","",False,False,False,True,"Default","Sum","Table (191139)$Latest Amount (191249)","CalculatedTableColumn","Latest_Amount","","",True,"","GroupOnValue","","","","bb3680a9-fdf1-4de7-9a9f-a4fb1d646607"
191705,"Contract_End","Combined_Contracts_Summary","Date","Regular","",False,False,False,True,"Default","None","Table (191139)$Contract End (191705)","CalculatedTableColumn","Contract_End","","dd mmmm yyyy",True,"","GroupOnValue","","","","cbc59a86-ef88-4d3e-a395-a8535c6eae91"
192470,"Contract_Start","Combined_Contracts_Summary","Date","Regular","",False,False,False,True,"Default","None","Table (191139)$Contract Start (192470)","CalculatedTableColumn","Contract_Start","","dd mmmm yyyy",True,"","GroupOnValue","","","","a4f54484-5de5-4e26-95c6-f0c34ee49cab"
193238,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","LocalDateTable_e72dd635-74a8-4c78-99e1-312f86924329","Integer","RowNumber","",True,True,True,False,"Default","Default","LocalDateTable e72dd635 74a8 4c78 99e1 312f86924329 (193237)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (193238)","RowNumber","RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","","",True,"","GroupOnValue","","","",""
193245,"Date","LocalDateTable_e72dd635-74a8-4c78-99e1-312f86924329","Date","PaddedDateTableDates","",True,True,False,False,"Default","None","LocalDateTable e72dd635 74a8 4c78 99e1 312f86924329 (193237)$Date (193245)","CalculatedTableColumn","Date","","",True,"","GroupOnValue","","","","65be5c00-36b4-4b01-9cf2-bcf875cd4d56"
193246,"Year","LocalDateTable_e72dd635-74a8-4c78-99e1-312f86924329","Integer","Years","",True,False,False,True,"Default","None","LocalDateTable e72dd635 74a8 4c78 99e1 312f86924329 (193237)$Year (193246)","Calculated","","YEAR([Date])","",True,"","GroupOnValue","","","","cc0caabb-3f02-40a6-a4c9-7ee5cf365c7a"
193247,"MonthNo","LocalDateTable_e72dd635-74a8-4c78-99e1-312f86924329","Integer","MonthOfYear","",True,False,False,True,"Default","None","LocalDateTable e72dd635 74a8 4c78 99e1 312f86924329 (193237)$MonthNo (193247)","Calculated","","MONTH([Date])","",True,"","GroupOnValue","","","","ca1ddc88-2f66-4dc5-b015-63c34c17add8"
193248,"Month","LocalDateTable_e72dd635-74a8-4c78-99e1-312f86924329","Text","Months","",True,False,False,True,"Default","None","LocalDateTable e72dd635 74a8 4c78 99e1 312f86924329 (193237)$Month (193248)","Calculated","","FORMAT([Date], ""MMMM"")","",True,"MonthNo","GroupOnValue","","","","58085d24-4627-4a22-b357-71f1b440fc16"
